P 550, -150, 70, 102, 255, 102, 2, Fourth_Floor
P 550, -125, 50, 0, 204, 0, 2, Third_Floor
P 550, -100, 26, 0, 204, 204, 2, Second_Floor
P 550, -75, 0, 0, 0, 0, 2, First_Floor_(Ground)
P 550, -50, -21, 178, 102, 255, 2, Basement
P 550, -25, -43, 102, 0, 204, 2, Sub_Basement
L 227.0, 22.0, 70.0, 228.0, 22.0, 70.0, 102, 255, 102
L 210.0, -59.0, 70.0, 212.0, -59.0, 70.0, 102, 255, 102
L 227.0, -59.0, 70.0, 210.0, -59.0, 70.0, 102, 255, 102
L -84.0, 97.0, 0.0, -84.0, 27.0, 0.0, 0, 0, 0
L -84.0, 27.0, 0.0, -83.0, 27.0, 0.0, 0, 0, 0
L -83.0, 27.0, 0.0, -58.0, 27.0, 0.0, 0, 0, 0
L -58.0, 27.0, 0.0, -58.0, 25.0, 0.0, 0, 0, 0
L -58.0, 25.0, 0.0, -53.0, 25.0, 0.0, 0, 0, 0
L -53.0, 25.0, 0.0, -53.0, 28.0, 0.0, 0, 0, 0
L -53.0, 28.0, 0.0, -54.0, 28.0, 0.0, 0, 0, 0
L -54.0, 28.0, 0.0, -55.0, 28.0, 0.0, 0, 0, 0
L -55.0, 28.0, 0.0, -55.0, 41.0, 0.0, 0, 0, 0
L -55.0, 41.0, 0.0, -44.0, 53.0, 0.0, 0, 0, 0
L -44.0, 53.0, 0.0, -44.0, 25.0, 0.0, 150, 150, 150
L -44.0, 25.0, 0.0, -41.0, 25.0, 0.0, 150, 150, 150
L -41.0, 25.0, 0.0, -41.0, 2.0, 0.0, 150, 150, 150
L -41.0, 2.0, 0.0, -43.0, 2.0, 0.0, 150, 150, 150
L -43.0, 2.0, 0.0, -44.0, 2.0, 0.0, 150, 150, 150
L -44.0, 2.0, 0.0, -44.0, -25.0, 0.0, 150, 150, 150
L -44.0, -25.0, 0.0, -55.0, -13.0, 0.0, 0, 0, 0
L -55.0, -13.0, 0.0, -55.0, 0.0, 0.0, 0, 0, 0
L -55.0, 0.0, 0.0, -53.0, 0.0, 0.0, 0, 0, 0
L -53.0, 0.0, 0.0, -53.0, 2.0, 0.0, 0, 0, 0
L -53.0, 2.0, 0.0, -58.0, 2.0, 0.0, 0, 0, 0
L -58.0, 2.0, 0.0, -58.0, 0.0, 0.0, 0, 0, 0
L -58.0, 0.0, 0.0, -84.0, 0.0, 0.0, 0, 0, 0
L -84.0, 0.0, 0.0, -84.0, -69.0, 0.0, 0, 0, 0
L -97.0, -56.0, 0.0, -97.0, 84.0, 0.0, 0, 0, 0
L -41.0, 25.0, 0.0, -39.0, 25.0, -1.0, 150, 150, 150
L -31.0, 25.0, -5.0, -31.0, 2.0, -5.0, 150, 150, 150
L -31.0, 2.0, -5.0, -33.0, 2.0, -4.0, 150, 150, 150
L -39.0, 2.0, -1.0, -41.0, 2.0, 0.0, 150, 150, 150
L -39.0, 25.0, -1.0, -37.0, 25.0, -2.0, 150, 150, 150
L -39.0, 2.0, -1.0, -39.0, 25.0, -1.0, 150, 150, 150
L -37.0, 25.0, -2.0, -35.0, 25.0, -3.0, 150, 150, 150
L -37.0, 2.0, -2.0, -39.0, 2.0, -1.0, 150, 150, 150
L -37.0, 25.0, -2.0, -37.0, 2.0, -2.0, 150, 150, 150
L -35.0, 2.0, -3.0, -37.0, 2.0, -2.0, 150, 150, 150
L -35.0, 25.0, -3.0, -33.0, 25.0, -4.0, 150, 150, 150
L -35.0, 2.0, -3.0, -35.0, 25.0, -3.0, 150, 150, 150
L -33.0, 25.0, -4.0, -31.0, 25.0, -5.0, 150, 150, 150
L -33.0, 2.0, -4.0, -35.0, 2.0, -3.0, 150, 150, 150
L -33.0, 25.0, -4.0, -33.0, 2.0, -4.0, 150, 150, 150
L -31.0, 2.0, -5.0, -30.0, 2.0, -5.0, 150, 150, 150
L -30.0, 2.0, -5.0, -29.0, 2.0, -5.0, 150, 150, 150
L -29.0, 2.0, -5.0, -29.0, -2.0, -5.0, 150, 150, 150
L -29.0, -2.0, -5.0, -34.0, -2.0, -5.0, 150, 150, 150
L -34.0, -2.0, -5.0, -34.0, 0.0, -5.0, 150, 150, 150
L -34.0, 0.0, -5.0, -41.0, 0.0, -5.0, 150, 150, 150
L -41.0, 0.0, -5.0, -41.0, -42.0, -5.0, 0, 0, 0
L -41.0, -42.0, -5.0, -55.0, -55.0, -5.0, 0, 0, 0
L -55.0, -55.0, -5.0, -28.0, -55.0, -5.0, 0, 0, 0
L -28.0, -55.0, -5.0, 0.0, -27.0, -5.0, 0, 0, 0
L 0.0, -27.0, -5.0, 14.0, -27.0, -5.0, 0, 0, 0
L 14.0, -27.0, -5.0, 16.0, -39.0, -5.0, 0, 0, 0
L 16.0, -39.0, -5.0, 30.0, -41.0, -5.0, 0, 0, 0
L 30.0, -41.0, -5.0, 41.0, -41.0, -5.0, 0, 0, 0
L 41.0, -41.0, -5.0, 41.0, -13.0, -5.0, 0, 0, 0
L 41.0, -13.0, -5.0, 51.0, -13.0, -5.0, 0, 0, 0
L 51.0, -13.0, -5.0, 51.0, 0.0, -5.0, 0, 0, 0
L 51.0, 0.0, -5.0, 53.0, 0.0, -5.0, 150, 150, 150
L 53.0, 0.0, -5.0, 53.0, 27.0, -5.0, 150, 150, 150
L 53.0, 27.0, -5.0, 51.0, 27.0, -5.0, 150, 150, 150
L 51.0, 27.0, -5.0, 51.0, 41.0, -5.0, 150, 150, 150
L 51.0, 41.0, -5.0, 41.0, 41.0, -5.0, 0, 0, 0
L 41.0, 41.0, -5.0, 41.0, 69.0, -5.0, 0, 0, 0
L 41.0, 69.0, -5.0, 27.0, 83.0, -5.0, 0, 0, 0
L 27.0, 83.0, -5.0, 0.0, 83.0, -5.0, 0, 0, 0
L 0.0, 83.0, -5.0, -13.0, 69.0, -5.0, 0, 0, 0
L -13.0, 69.0, -5.0, -14.0, 69.0, -5.0, 0, 0, 0
L -14.0, 69.0, -5.0, -28.0, 83.0, -5.0, 0, 0, 0
L -28.0, 83.0, -5.0, -55.0, 83.0, -5.0, 0, 0, 0
L -55.0, 83.0, -5.0, -41.0, 70.0, -5.0, 0, 0, 0
L -41.0, 70.0, -5.0, -41.0, 28.0, -5.0, 0, 0, 0
L -41.0, 28.0, -5.0, -34.0, 28.0, -5.0, 150, 150, 150
L -34.0, 28.0, -5.0, -34.0, 30.0, -5.0, 150, 150, 150
L -34.0, 30.0, -5.0, -29.0, 30.0, -5.0, 150, 150, 150
L -29.0, 30.0, -5.0, -29.0, 25.0, -5.0, 150, 150, 150
L -29.0, 25.0, -5.0, -31.0, 25.0, -5.0, 150, 150, 150
L 74.0, 41.0, 0.0, 74.0, 27.0, 0.0, 0, 0, 0
L 74.0, 27.0, 0.0, 73.0, 27.0, 0.0, 0, 0, 0
L 73.0, 27.0, 0.0, 65.0, 27.0, 0.0, 0, 0, 0
L 65.0, 27.0, 0.0, 65.0, 30.0, 0.0, 0, 0, 0
L 65.0, 30.0, 0.0, 69.0, 30.0, 0.0, 0, 0, 0
L 69.0, 30.0, 0.0, 69.0, 41.0, 0.0, 0, 0, 0
L 69.0, 41.0, 0.0, 51.0, 41.0, -5.0, 0, 0, 0
L 74.0, -13.0, 0.0, 74.0, 0.0, 0.0, 0, 0, 0
L 74.0, 0.0, 0.0, 73.0, 0.0, 0.0, 0, 0, 0
L 73.0, 0.0, 0.0, 65.0, 0.0, 0.0, 0, 0, 0
L 65.0, 0.0, 0.0, 65.0, -1.0, 0.0, 0, 0, 0
L 65.0, -1.0, 0.0, 65.0, -2.0, 0.0, 0, 0, 0
L 65.0, -2.0, 0.0, 69.0, -2.0, 0.0, 0, 0, 0
L 69.0, -2.0, 0.0, 69.0, -13.0, 0.0, 0, 0, 0
L 69.0, -13.0, 0.0, 51.0, -13.0, -5.0, 0, 0, 0
L 63.0, 0.0, 0.0, 63.0, 27.0, 0.0, 150, 150, 150
L 63.0, 27.0, 0.0, 61.0, 27.0, -1.0, 150, 150, 150
L 63.0, 0.0, 0.0, 61.0, 0.0, -1.0, 150, 150, 150
L 61.0, 0.0, -1.0, 59.0, 0.0, -2.0, 150, 150, 150
L 61.0, 27.0, -1.0, 59.0, 27.0, -2.0, 150, 150, 150
L 61.0, 0.0, -1.0, 61.0, 27.0, -1.0, 150, 150, 150
L 59.0, 27.0, -2.0, 57.0, 27.0, -3.0, 150, 150, 150
L 59.0, 0.0, -2.0, 57.0, 0.0, -3.0, 150, 150, 150
L 59.0, 27.0, -2.0, 59.0, 0.0, -2.0, 150, 150, 150
L 57.0, 0.0, -3.0, 55.0, 0.0, -4.0, 150, 150, 150
L 57.0, 27.0, -3.0, 55.0, 27.0, -4.0, 150, 150, 150
L 57.0, 0.0, -3.0, 57.0, 27.0, -3.0, 150, 150, 150
L 55.0, 27.0, -4.0, 53.0, 27.0, -5.0, 150, 150, 150
L 55.0, 0.0, -4.0, 53.0, 0.0, -5.0, 150, 150, 150
L 55.0, 27.0, -4.0, 55.0, 0.0, -4.0, 150, 150, 150
L 74.0, -13.0, 0.0, 107.0, -13.0, 0.0, 0, 0, 0
L 107.0, -13.0, 0.0, 107.0, 2.0, 0.0, 0, 0, 0
L 107.0, 2.0, 0.0, 111.0, 2.0, 0.0, 0, 0, 0
L 111.0, 2.0, 0.0, 112.0, 2.0, 0.0, 0, 0, 0
L 112.0, 2.0, 0.0, 112.0, -2.0, 0.0, 0, 0, 0
L 112.0, -2.0, 0.0, 110.0, -2.0, 0.0, 0, 0, 0
L 110.0, -2.0, 0.0, 110.0, -11.0, 0.0, 0, 0, 0
L 110.0, -11.0, 0.0, 112.0, -11.0, 0.0, 0, 0, 0
L 112.0, -11.0, 0.0, 112.0, -12.0, 0.0, 0, 0, 0
L 112.0, -12.0, 0.0, 112.0, -13.0, 0.0, 0, 0, 0
L 112.0, -13.0, 0.0, 119.0, -13.0, 0.0, 0, 0, 0
L 119.0, -13.0, 0.0, 119.0, -11.0, 0.0, 0, 0, 0
L 119.0, -11.0, 0.0, 121.0, -11.0, 0.0, 0, 0, 0
L 121.0, -11.0, 0.0, 122.0, -11.0, 0.0, 0, 0, 0
L 122.0, -11.0, 0.0, 122.0, -16.0, 0.0, 0, 0, 0
L 122.0, -16.0, 0.0, 121.0, -16.0, 0.0, 0, 0, 0
L 121.0, -16.0, 0.0, 120.0, -16.0, 0.0, 0, 0, 0
L 120.0, -16.0, 0.0, 120.0, -24.0, 0.0, 0, 0, 0
L 120.0, -24.0, 0.0, 117.0, -24.0, 0.0, 0, 0, 0
L 117.0, -24.0, 0.0, 117.0, -22.0, 0.0, 0, 0, 0
L 117.0, -22.0, 0.0, 100.0, -22.0, 0.0, 0, 0, 0
L 100.0, -22.0, 0.0, 100.0, -35.0, 0.0, 150, 150, 150
L 100.0, -35.0, 0.0, 131.0, -35.0, 0.0, 0, 0, 0
L 131.0, -35.0, 0.0, 131.0, -33.0, 0.0, 0, 0, 0
L 131.0, -33.0, 0.0, 133.0, -33.0, 0.0, 0, 0, 0
L 133.0, -33.0, 0.0, 133.0, -16.0, 0.0, 0, 0, 0
L 133.0, -16.0, 0.0, 131.0, -16.0, 0.0, 0, 0, 0
L 131.0, -16.0, 0.0, 131.0, -15.0, 0.0, 0, 0, 0
L 131.0, -15.0, 0.0, 131.0, -11.0, 0.0, 0, 0, 0
L 131.0, -11.0, 0.0, 133.0, -11.0, 0.0, 0, 0, 0
L 133.0, -11.0, 0.0, 134.0, -11.0, 0.0, 0, 0, 0
L 134.0, -11.0, 0.0, 134.0, -13.0, 0.0, 0, 0, 0
L 134.0, -13.0, 0.0, 143.0, -13.0, 0.0, 0, 0, 0
L 143.0, -13.0, 0.0, 143.0, -11.0, 0.0, 0, 0, 0
L 143.0, -11.0, 0.0, 146.0, -11.0, 0.0, 0, 0, 0
L 146.0, -11.0, 0.0, 146.0, -13.0, 0.0, 0, 0, 0
L 146.0, -13.0, 0.0, 155.0, -13.0, 0.0, 0, 0, 0
L 155.0, -13.0, 0.0, 155.0, -11.0, 0.0, 0, 0, 0
L 155.0, -11.0, 0.0, 157.0, -11.0, 0.0, 0, 0, 0
L 157.0, -11.0, 0.0, 158.0, -11.0, 0.0, 0, 0, 0
L 158.0, -11.0, 0.0, 158.0, -12.0, 0.0, 0, 0, 0
L 158.0, -12.0, 0.0, 158.0, -13.0, 0.0, 0, 0, 0
L 158.0, -13.0, 0.0, 165.0, -13.0, 0.0, 0, 0, 0
L 165.0, -13.0, 0.0, 165.0, -12.0, 0.0, 0, 0, 0
L 165.0, -12.0, 0.0, 165.0, -11.0, 0.0, 0, 0, 0
L 165.0, -11.0, 0.0, 167.0, -11.0, 0.0, 0, 0, 0
L 167.0, -11.0, 0.0, 167.0, -2.0, 0.0, 0, 0, 0
L 167.0, -2.0, 0.0, 165.0, -2.0, 0.0, 0, 0, 0
L 165.0, -2.0, 0.0, 165.0, 2.0, 0.0, 0, 0, 0
L 165.0, 2.0, 0.0, 170.0, 2.0, 0.0, 0, 0, 0
L 170.0, 2.0, 0.0, 170.0, -9.0, 0.0, 0, 0, 0
L 170.0, -9.0, 0.0, 182.0, -9.0, 0.0, 0, 0, 0
L 182.0, -9.0, 0.0, 182.0, -11.0, 0.0, 0, 0, 0
L 182.0, -11.0, 0.0, 213.0, -11.0, 0.0, 0, 0, 0
L 213.0, -11.0, 0.0, 213.0, -9.0, 0.0, 0, 0, 0
L 213.0, -9.0, 0.0, 215.0, -9.0, 0.0, 0, 0, 0
L 215.0, -9.0, 0.0, 216.0, -10.0, 0.0, 0, 0, 0
L 216.0, -10.0, 0.0, 216.0, -14.0, 0.0, 0, 0, 0
L 216.0, -14.0, 0.0, 215.0, -14.0, 0.0, 0, 0, 0
L 215.0, -14.0, 0.0, 180.0, -14.0, 0.0, 0, 0, 0
L 180.0, -14.0, 0.0, 180.0, -16.0, 0.0, 0, 0, 0
L 180.0, -16.0, 0.0, 178.0, -16.0, 0.0, 0, 0, 0
L 178.0, -16.0, 0.0, 178.0, -47.0, 0.0, 0, 0, 0
L 178.0, -47.0, 0.0, 189.0, -47.0, 0.0, 0, 0, 0
L 189.0, -47.0, 0.0, 190.0, -47.0, 0.0, 0, 0, 0
L 190.0, -50.0, 0.0, 189.0, -50.0, 0.0, 0, 0, 0
L 189.0, -50.0, 0.0, 178.0, -50.0, 0.0, 0, 0, 0
L 178.0, -50.0, 0.0, 178.0, -81.0, 0.0, 0, 0, 0
L 178.0, -81.0, 0.0, 179.0, -81.0, 0.0, 0, 0, 0
L 179.0, -81.0, 0.0, 180.0, -81.0, 0.0, 0, 0, 0
L 180.0, -81.0, 0.0, 180.0, -83.0, 0.0, 0, 0, 0
L 180.0, -83.0, 0.0, 213.0, -83.0, 0.0, 0, 0, 0
L 213.0, -83.0, 0.0, 213.0, -81.0, 0.0, 0, 0, 0
L 213.0, -81.0, 0.0, 215.0, -81.0, 0.0, 0, 0, 0
L 215.0, -81.0, 0.0, 216.0, -81.0, 0.0, 0, 0, 0
L 216.0, -81.0, 0.0, 216.0, -83.0, 0.0, 0, 0, 0
L 216.0, -83.0, 0.0, 235.0, -83.0, 0.0, 0, 0, 0
L 235.0, -83.0, 0.0, 235.0, -81.0, 0.0, 0, 0, 0
L 235.0, -81.0, 0.0, 237.0, -81.0, 0.0, 0, 0, 0
L 237.0, -81.0, 0.0, 237.0, -50.0, 0.0, 0, 0, 0
L 237.0, -50.0, 0.0, 216.0, -50.0, 0.0, 0, 0, 0
L 216.0, -50.0, 0.0, 216.0, -59.0, 0.0, 0, 0, 0
L 216.0, -59.0, 0.0, 216.0, -71.0, 0.0, 0, 0, 0
L 216.0, -71.0, 0.0, 216.0, -72.0, 0.0, 0, 0, 0
L 216.0, -72.0, 0.0, 213.0, -72.0, 0.0, 0, 0, 0
L 213.0, -72.0, 0.0, 213.0, -50.0, 0.0, 0, 0, 0
L 213.0, -50.0, 0.0, 199.0, -50.0, 0.0, 0, 0, 0
L 237.0, -47.0, 0.0, 237.0, -16.0, 0.0, 0, 0, 0
L 237.0, -16.0, 0.0, 235.0, -16.0, 0.0, 0, 0, 0
L 235.0, -16.0, 0.0, 235.0, -14.0, 0.0, 0, 0, 0
L 235.0, -14.0, 0.0, 227.0, -14.0, 0.0, 0, 0, 0
L 227.0, -14.0, 0.0, 227.0, -9.0, 0.0, 0, 0, 0
L 227.0, -9.0, 0.0, 228.0, -9.0, 0.0, 0, 0, 0
L 228.0, -9.0, 0.0, 229.0, -9.0, 0.0, 0, 0, 0
L 229.0, -9.0, 0.0, 230.0, -9.0, 0.0, 0, 0, 0
L 230.0, -9.0, 0.0, 230.0, -11.0, 0.0, 0, 0, 0
L 230.0, -11.0, 0.0, 239.0, -11.0, 0.0, 0, 0, 0
L 239.0, -11.0, 0.0, 240.0, -11.0, 0.0, 0, 0, 0
L 240.0, -11.0, 0.0, 240.0, -83.0, 0.0, 0, 0, 0
L 240.0, -83.0, 0.0, 359.0, -83.0, 0.0, 0, 0, 0
L 359.0, -83.0, 0.0, 359.0, -14.0, 0.0, 0, 0, 0
L 359.0, -14.0, 0.0, 349.0, -14.0, 0.0, 0, 0, 0
L 349.0, -14.0, 0.0, 349.0, -13.0, 0.0, 0, 0, 0
L 349.0, -13.0, 0.0, 349.0, -12.0, 0.0, 0, 0, 0
L 349.0, -12.0, 0.0, 349.0, -11.0, 0.0, 0, 0, 0
L 349.0, -11.0, 0.0, 359.0, -11.0, 0.0, 0, 0, 0
L 359.0, -11.0, 0.0, 359.0, 10.0, 0.0, 0, 0, 0
L 359.0, 10.0, 0.0, 350.0, 10.0, 0.0, 150, 150, 150
L 350.0, 10.0, 0.0, 349.0, 1.0, 0.0, 0, 0, 0
L 349.0, 1.0, 0.0, 348.0, 1.0, 0.0, 0, 0, 0
L 348.0, 1.0, 0.0, 334.0, 1.0, 0.0, 0, 0, 0
L 334.0, 1.0, 0.0, 334.0, 2.0, 0.0, 0, 0, 0
L 334.0, 2.0, 0.0, 333.0, 10.0, 0.0, 0, 0, 0
L 333.0, 10.0, 0.0, 324.0, 10.0, 0.0, 150, 150, 150
L 324.0, 10.0, 0.0, 324.0, -11.0, 0.0, 0, 0, 0
L 324.0, -11.0, 0.0, 333.0, -11.0, 0.0, 0, 0, 0
L 333.0, -11.0, 0.0, 334.0, -11.0, 0.0, 0, 0, 0
L 334.0, -11.0, 0.0, 334.0, -14.0, 0.0, 0, 0, 0
L 334.0, -14.0, 0.0, 324.0, -14.0, 0.0, 0, 0, 0
L 324.0, -14.0, 0.0, 324.0, -72.0, 0.0, 0, 0, 0
L 324.0, -72.0, 0.0, 251.0, -72.0, 0.0, 0, 0, 0
L 251.0, -72.0, 0.0, 251.0, -71.0, 0.0, 0, 0, 0
L 251.0, -71.0, 0.0, 251.0, -11.0, 0.0, 0, 0, 0
L 251.0, -11.0, 0.0, 261.0, -11.0, 0.0, 0, 0, 0
L 261.0, -11.0, 0.0, 261.0, -9.0, 0.0, 0, 0, 0
L 261.0, -9.0, 0.0, 263.0, -9.0, 0.0, 0, 0, 0
L 263.0, -9.0, 0.0, 264.0, -9.0, 0.0, 0, 0, 0
L 264.0, -9.0, 0.0, 264.0, -14.0, 0.0, 0, 0, 0
L 264.0, -14.0, 0.0, 256.0, -14.0, 0.0, 0, 0, 0
L 256.0, -14.0, 0.0, 256.0, -16.0, 0.0, 0, 0, 0
L 256.0, -16.0, 0.0, 255.0, -16.0, 0.0, 0, 0, 0
L 255.0, -16.0, 0.0, 254.0, -16.0, 0.0, 0, 0, 0
L 254.0, -16.0, 0.0, 254.0, -27.0, 0.0, 0, 0, 0
L 254.0, -27.0, 0.0, 287.0, -27.0, 0.0, 0, 0, 0
L 287.0, -27.0, 0.0, 288.0, -27.0, 0.0, 0, 0, 0
L 288.0, -27.0, 0.0, 288.0, -28.0, 0.0, 0, 0, 0
L 288.0, -28.0, 0.0, 288.0, -38.0, 0.0, 0, 0, 0
L 285.0, -38.0, 0.0, 285.0, -37.0, 0.0, 0, 0, 0
L 285.0, -37.0, 0.0, 285.0, -30.0, 0.0, 0, 0, 0
L 285.0, -30.0, 0.0, 254.0, -30.0, 0.0, 0, 0, 0
L 254.0, -30.0, 0.0, 254.0, -67.0, 0.0, 0, 0, 0
L 254.0, -67.0, 0.0, 255.0, -67.0, 0.0, 0, 0, 0
L 255.0, -67.0, 0.0, 256.0, -67.0, 0.0, 0, 0, 0
L 256.0, -67.0, 0.0, 256.0, -69.0, 0.0, 0, 0, 0
L 256.0, -69.0, 0.0, 285.0, -69.0, 0.0, 0, 0, 0
L 285.0, -69.0, 0.0, 285.0, -67.0, 0.0, 0, 0, 0
L 285.0, -67.0, 0.0, 287.0, -67.0, 0.0, 0, 0, 0
L 287.0, -67.0, 0.0, 288.0, -67.0, 0.0, 0, 0, 0
L 288.0, -67.0, 0.0, 288.0, -69.0, 0.0, 0, 0, 0
L 288.0, -69.0, 0.0, 319.0, -69.0, 0.0, 0, 0, 0
L 319.0, -69.0, 0.0, 319.0, -67.0, 0.0, 0, 0, 0
L 319.0, -67.0, 0.0, 321.0, -67.0, 0.0, 0, 0, 0
L 321.0, -67.0, 0.0, 321.0, -52.0, 0.0, 0, 0, 0
L 321.0, -52.0, 0.0, 288.0, -52.0, 0.0, 0, 0, 0
L 288.0, -52.0, 0.0, 288.0, -58.0, 0.0, 0, 0, 0
L 288.0, -58.0, 0.0, 287.0, -58.0, 0.0, 0, 0, 0
L 287.0, -58.0, 0.0, 285.0, -58.0, 0.0, 0, 0, 0
L 285.0, -58.0, 0.0, 285.0, -57.0, 0.0, 0, 0, 0
L 285.0, -57.0, 0.0, 285.0, -47.0, 0.0, 0, 0, 0
L 288.0, -49.0, 0.0, 321.0, -49.0, 0.0, 0, 0, 0
L 321.0, -49.0, 0.0, 321.0, -16.0, 0.0, 0, 0, 0
L 321.0, -16.0, 0.0, 319.0, -16.0, 0.0, 0, 0, 0
L 319.0, -16.0, 0.0, 319.0, -14.0, 0.0, 0, 0, 0
L 319.0, -14.0, 0.0, 275.0, -14.0, 0.0, 0, 0, 0
L 275.0, -14.0, 0.0, 275.0, -9.0, 0.0, 0, 0, 0
L 275.0, -9.0, 0.0, 277.0, -9.0, 0.0, 0, 0, 0
L 277.0, -9.0, 0.0, 278.0, -9.0, 0.0, 0, 0, 0
L 278.0, -9.0, 0.0, 278.0, -11.0, 0.0, 0, 0, 0
L 278.0, -11.0, 0.0, 297.0, -11.0, 0.0, 0, 0, 0
L 297.0, -11.0, 0.0, 297.0, -9.0, 0.0, 0, 0, 0
L 297.0, -9.0, 0.0, 299.0, -9.0, 0.0, 0, 0, 0
L 299.0, -9.0, 0.0, 299.0, 33.0, 0.0, 0, 0, 0
L 299.0, 33.0, 0.0, 297.0, 33.0, 0.0, 0, 0, 0
L 297.0, 33.0, 0.0, 297.0, 34.0, 0.0, 0, 0, 0
L 297.0, 34.0, 0.0, 297.0, 35.0, 0.0, 0, 0, 0
L 297.0, 35.0, 0.0, 278.0, 35.0, 0.0, 0, 0, 0
L 278.0, 35.0, 0.0, 278.0, 33.0, 0.0, 0, 0, 0
L 278.0, 33.0, 0.0, 275.0, 33.0, 0.0, 0, 0, 0
L 275.0, 33.0, 0.0, 275.0, 40.0, 0.0, 0, 0, 0
L 275.0, 40.0, 0.0, 277.0, 40.0, 0.0, 0, 0, 0
L 277.0, 40.0, 0.0, 278.0, 40.0, 0.0, 0, 0, 0
L 278.0, 40.0, 0.0, 278.0, 38.0, 0.0, 0, 0, 0
L 278.0, 38.0, 0.0, 285.0, 38.0, 0.0, 0, 0, 0
L 285.0, 38.0, 0.0, 285.0, 40.0, 0.0, 0, 0, 0
L 285.0, 40.0, 0.0, 287.0, 40.0, 0.0, 0, 0, 0
L 287.0, 40.0, 0.0, 287.0, 54.0, 0.0, 0, 0, 0
L 287.0, 54.0, 0.0, 289.0, 54.0, 0.0, 0, 0, 0
L 289.0, 54.0, 0.0, 290.0, 54.0, 0.0, 0, 0, 0
L 290.0, 54.0, 0.0, 290.0, 40.0, 0.0, 0, 0, 0
L 290.0, 40.0, 0.0, 292.0, 40.0, 0.0, 0, 0, 0
L 292.0, 40.0, 0.0, 292.0, 39.0, 0.0, 0, 0, 0
L 292.0, 39.0, 0.0, 292.0, 38.0, 0.0, 0, 0, 0
L 292.0, 38.0, 0.0, 303.0, 38.0, 0.0, 0, 0, 0
L 303.0, 38.0, 0.0, 304.0, 38.0, 0.0, 0, 0, 0
L 304.0, 38.0, 0.0, 304.0, 16.0, 0.0, 0, 0, 0
L 319.0, 38.0, 0.0, 323.0, 38.0, 0.0, 0, 0, 0
L 323.0, 38.0, 0.0, 323.0, 39.0, 0.0, 0, 0, 0
L 323.0, 39.0, 0.0, 323.0, 40.0, 0.0, 0, 0, 0
L 323.0, 40.0, 0.0, 325.0, 40.0, 0.0, 0, 0, 0
L 325.0, 40.0, 0.0, 325.0, 59.0, 0.0, 0, 0, 0
L 325.0, 59.0, 0.0, 323.0, 59.0, 0.0, 0, 0, 0
L 323.0, 59.0, 0.0, 323.0, 61.0, 0.0, 0, 0, 0
L 323.0, 61.0, 0.0, 323.0, 62.0, 0.0, 0, 0, 0
L 323.0, 62.0, 0.0, 326.0, 62.0, 0.0, 0, 0, 0
L 330.0, 62.0, 0.0, 330.0, 61.0, 0.0, 0, 0, 0
L 330.0, 61.0, 0.0, 330.0, 59.0, 0.0, 0, 0, 0
L 330.0, 59.0, 0.0, 329.0, 59.0, 0.0, 0, 0, 0
L 329.0, 59.0, 0.0, 328.0, 59.0, 0.0, 0, 0, 0
L 328.0, 59.0, 0.0, 328.0, 38.0, 0.0, 0, 0, 0
L 328.0, 38.0, 0.0, 329.0, 38.0, 0.0, 0, 0, 0
L 329.0, 38.0, 0.0, 330.0, 38.0, 0.0, 0, 0, 0
L 330.0, 38.0, 0.0, 330.0, 37.0, 0.0, 0, 0, 0
L 330.0, 37.0, 0.0, 330.0, 36.0, 0.0, 0, 0, 0
L 330.0, 36.0, 0.0, 359.0, 36.0, 0.0, 0, 0, 0
L 359.0, 36.0, 0.0, 359.0, 38.0, 0.0, 0, 0, 0
L 359.0, 38.0, 0.0, 361.0, 38.0, 0.0, 0, 0, 0
L 361.0, 38.0, 0.0, 361.0, 105.0, 0.0, 0, 0, 0
L 361.0, 105.0, 0.0, 359.0, 105.0, 0.0, 0, 0, 0
L 359.0, 105.0, 0.0, 359.0, 107.0, 0.0, 0, 0, 0
L 359.0, 107.0, 0.0, 330.0, 107.0, 0.0, 0, 0, 0
L 330.0, 107.0, 0.0, 330.0, 105.0, 0.0, 0, 0, 0
L 330.0, 105.0, 0.0, 329.0, 105.0, 0.0, 0, 0, 0
L 329.0, 105.0, 0.0, 328.0, 105.0, 0.0, 0, 0, 0
L 328.0, 105.0, 0.0, 328.0, 74.0, 0.0, 0, 0, 0
L 328.0, 74.0, 0.0, 330.0, 74.0, 0.0, 0, 0, 0
L 330.0, 74.0, 0.0, 330.0, 71.0, 0.0, 0, 0, 0
L 330.0, 71.0, 0.0, 329.0, 71.0, 0.0, 0, 0, 0
L 329.0, 71.0, 0.0, 326.0, 71.0, 0.0, 0, 0, 0
L 323.0, 71.0, 0.0, 323.0, 72.0, 0.0, 0, 0, 0
L 323.0, 72.0, 0.0, 323.0, 74.0, 0.0, 0, 0, 0
L 323.0, 74.0, 0.0, 325.0, 74.0, 0.0, 0, 0, 0
L 325.0, 74.0, 0.0, 325.0, 105.0, 0.0, 0, 0, 0
L 325.0, 105.0, 0.0, 323.0, 105.0, 0.0, 0, 0, 0
L 323.0, 105.0, 0.0, 323.0, 106.0, 0.0, 0, 0, 0
L 323.0, 106.0, 0.0, 323.0, 107.0, 0.0, 0, 0, 0
L 323.0, 107.0, 0.0, 292.0, 107.0, 0.0, 0, 0, 0
